Nordic_number,Stockout_start,Stockout_end
410031,2019-09-09,2019-09-09
410031,2019-09-13,2019-09-16
410031,2019-09-18,2019-09-18
410031,2019-09-23,2019-11-05
410040,2018-01-03,2018-11-16
410073,2018-06-19,2018-07-17
410073,2018-11-19,2019-01-10
410073,2019-02-26,2019-04-05
410073,2020-01-17,2020-01-27
410073,2020-03-24,2020-04-15
410077,2018-12-07,2018-12-17
410077,2018-12-21,2018-12-27
410083,2018-01-01,2018-09-18
410083,2018-09-24,2018-09-25
410083,2018-10-08,2018-10-08
410083,2018-10-22,2018-10-22
410083,2018-11-05,2018-11-05
410083,2018-11-19,2018-11-19
410083,2018-12-03,2018-12-03
410083,2018-12-17,2018-12-17
410083,2018-12-31,2019-01-03
410083,2019-01-28,2019-01-28
410083,2019-02-11,2019-02-11
410083,2019-02-25,2019-02-25
410083,2019-03-11,2019-03-11
410083,2019-03-25,2019-03-25
410083,2019-03-28,2019-03-29
410083,2019-04-08,2019-04-15
410083,2019-04-25,2019-04-26
410083,2019-04-30,2019-05-01
410083,2019-05-03,2019-05-09
410083,2019-05-13,2019-05-27
410083,2019-06-18,2019-07-24
410083,2019-07-26,2019-07-29
410083,2019-12-03,2019-12-09
410083,2019-12-17,2019-12-27
410156,2019-07-10,2019-07-15
410156,2019-07-22,2019-11-29
410178,2019-04-08,2019-04-08
410178,2019-12-16,2019-12-16
410284,2018-12-07,2018-12-17
410284,2019-06-13,2019-06-13
410284,2019-08-15,2019-08-15
410284,2019-08-23,2019-09-02
410284,2020-01-09,2020-01-10
410284,2020-01-17,2020-01-20
410284,2020-09-09,2020-09-09
410323,2018-08-13,2018-08-24
410323,2020-06-12,2020-06-15
410323,2020-06-19,2020-08-20
410368,2018-01-01,2018-01-01
410368,2018-01-15,2018-01-15
410368,2018-01-17,2018-01-17
410368,2018-01-29,2018-01-29
410368,2018-02-02,2018-02-05
410368,2018-02-13,2018-02-13
410368,2018-02-27,2018-03-02
410368,2018-03-07,2018-03-07
410368,2018-05-28,2018-05-28
410368,2018-06-12,2018-06-15
410368,2018-07-18,2018-08-06
410368,2018-08-14,2018-08-23
410368,2018-08-27,2018-08-27
410368,2018-09-03,2018-09-27
410368,2018-10-03,2018-10-04
410368,2018-10-15,2018-10-15
410368,2018-10-18,2018-10-18
410368,2018-10-22,2018-10-22
410368,2019-03-26,2019-04-03
410368,2019-04-10,2019-04-10
410368,2019-04-16,2019-04-16
410368,2019-04-24,2019-04-24
410368,2019-08-13,2019-08-15
410368,2019-08-27,2019-09-05
410368,2019-09-10,2019-09-10
410368,2019-10-07,2019-10-07
410368,2019-10-10,2020-01-21
410501,2019-07-24,2019-07-24
410501,2019-11-18,2019-11-18
410501,2019-11-27,2019-11-27
410501,2019-12-02,2019-12-04
410501,2020-06-08,2020-06-10
410543,2019-12-04,2019-12-19
410543,2020-01-13,2020-01-16
410543,2020-01-23,2020-02-07
410658,2019-08-28,2019-10-14
410658,2020-12-30,2021-01-06
410689,2020-06-30,2020-08-17
410818,2018-01-01,2018-01-12
410818,2019-04-17,2019-04-17
410818,2019-04-24,2019-04-26
410818,2019-09-20,2019-11-01
410836,2020-02-03,2020-02-07
410836,2020-09-22,2020-09-23
410840,2018-08-06,2018-08-17
410840,2018-08-21,2018-08-28
410840,2018-09-07,2018-09-10
410840,2018-10-01,2018-10-16
410840,2018-10-18,2018-10-18
410840,2018-10-23,2018-10-24
410840,2019-11-19,2020-01-10
410840,2020-07-13,2020-07-13
410840,2020-07-16,2020-07-20
410840,2020-11-23,2020-11-23
410951,2018-04-05,2018-04-05
410951,2018-05-24,2018-05-25
410951,2018-12-14,2018-12-14
410951,2019-12-30,2020-02-04
410951,2020-04-07,2020-04-14
411007,2020-06-17,2020-06-23
411024,2019-01-18,2019-01-25
411024,2020-12-15,2020-12-21
411033,2018-06-27,2018-06-27
411033,2018-11-20,2018-11-30
411033,2019-02-22,2019-02-25
411033,2019-03-21,2019-04-17
411034,2018-12-19,2018-12-21
411034,2019-01-18,2019-01-28
411034,2019-01-30,2019-02-01
411092,2018-01-01,2018-01-26
411103,2019-01-31,2019-01-31
411103,2019-09-18,2019-09-18
411103,2019-10-18,2019-10-21
411103,2020-06-03,2021-01-06
411113,2020-06-25,2020-07-01
411181,2019-07-12,2019-10-08
411181,2019-10-29,2019-11-19
411252,2018-03-27,2018-03-27
411252,2020-12-29,2021-01-05
411280,2019-01-03,2019-01-04
411280,2019-04-02,2019-05-16
411280,2019-07-04,2019-10-02
411311,2018-01-01,2018-05-18
411321,2020-10-19,2020-10-30
411322,2019-04-11,2019-04-11
411339,2018-04-10,2019-07-12
411395,2019-02-28,2019-03-28
411395,2019-07-29,2019-08-01
411395,2019-09-24,2019-09-24
411395,2020-02-12,2020-02-12
411395,2020-02-19,2020-02-19
411395,2020-02-25,2020-03-16
411395,2020-03-23,2020-03-23
411395,2020-06-16,2021-01-06
411470,2019-03-04,2019-03-04
411470,2019-03-06,2019-03-06
411496,2020-02-11,2021-01-06
411505,2020-02-04,2020-02-07
411600,2019-01-22,2019-01-25
411616,2018-07-05,2018-08-14
411616,2019-05-13,2019-05-31
411616,2019-07-01,2019-07-08
411616,2019-07-16,2019-07-31
411616,2020-03-09,2020-03-09
411642,2018-02-05,2018-05-07
411642,2018-05-16,2018-05-21
411642,2018-11-26,2018-11-26
411642,2018-12-05,2018-12-05
411642,2018-12-14,2018-12-14
411642,2019-01-03,2019-01-03
411642,2019-01-29,2019-01-29
411642,2019-06-12,2019-06-13
411642,2019-08-12,2019-08-12
411642,2019-10-09,2019-10-09
411642,2019-10-18,2019-10-21
411642,2020-06-25,2020-06-25
411642,2020-06-29,2020-06-29
411751,2021-01-05,2021-01-06
411881,2018-01-03,2018-01-08
411881,2018-01-10,2018-01-10
411881,2018-01-29,2018-02-05
411881,2018-06-18,2018-06-18
411881,2018-07-30,2018-07-30
411881,2018-08-06,2018-08-10
411881,2018-09-18,2018-09-21
411881,2018-09-25,2019-05-22
411881,2020-01-03,2020-01-03
411881,2020-12-09,2021-01-06
411888,2018-01-01,2018-01-24
411888,2019-07-01,2019-07-05
411888,2020-01-06,2020-01-09
411906,2018-01-03,2018-01-05
411906,2018-05-01,2018-05-25
411906,2018-07-03,2018-07-03
411906,2018-07-17,2018-08-17
411906,2018-10-04,2018-10-09
411906,2018-11-06,2018-11-28
411906,2018-12-04,2019-01-03
411906,2019-01-30,2019-01-30
411906,2020-01-08,2020-01-14
411906,2020-01-28,2020-03-24
411906,2020-03-26,2020-03-26
411906,2020-04-15,2020-05-18
411906,2020-05-20,2020-06-30
411906,2020-07-28,2020-07-29
411906,2020-08-03,2020-08-31
411906,2020-09-09,2020-09-09
411906,2020-10-20,2020-10-22
411906,2020-11-03,2020-11-04
411906,2020-11-17,2020-11-30
411906,2020-12-15,2020-12-21
411913,2019-09-23,2019-09-25
411918,2018-01-04,2018-01-04
411918,2019-03-26,2019-04-10
411918,2020-06-12,2020-06-12
411918,2020-07-13,2020-07-13
411918,2020-07-27,2020-07-27
411918,2020-09-18,2020-10-20
411918,2020-10-30,2020-11-02
411918,2020-11-11,2020-12-07
411918,2021-01-05,2021-01-06
412015,2018-01-05,2018-02-27
412049,2019-04-16,2019-04-17
412049,2019-08-21,2019-08-23
412129,2018-01-01,2018-12-14
412205,2019-07-01,2019-09-27
412205,2019-12-16,2020-01-17
412220,2018-01-10,2018-01-15
412220,2018-04-24,2018-05-30
412220,2018-11-06,2019-01-10
412220,2019-02-08,2019-02-15
412220,2019-08-09,2019-10-04
412220,2020-01-10,2020-01-14
412220,2020-01-23,2020-01-23
412220,2020-01-27,2020-02-04
412220,2020-02-07,2020-02-07
412220,2020-06-09,2020-06-10
412220,2020-07-13,2020-07-13
412220,2020-07-31,2020-08-05
412239,2019-07-10,2019-11-19
412286,2019-06-17,2019-06-18
412286,2019-07-02,2019-07-08
412286,2019-07-17,2019-07-22
412326,2019-10-16,2019-10-22
412326,2019-11-06,2020-08-17
412326,2020-09-11,2020-10-20
412361,2018-03-08,2018-03-19
412369,2018-07-18,2018-07-19
412369,2018-08-27,2018-08-30
412369,2018-09-04,2018-10-05
412369,2019-03-08,2019-03-20
412369,2019-05-29,2019-06-18
412369,2019-11-19,2019-11-20
412369,2019-11-27,2019-12-20
412369,2020-01-09,2020-01-24
412369,2020-03-24,2020-04-03
412395,2018-01-01,2019-04-17
412400,2019-02-07,2019-02-18
412547,2020-03-31,2020-04-02
412581,2018-11-08,2018-11-08
412581,2019-07-09,2019-07-16
412581,2019-09-24,2019-09-25
412581,2019-11-29,2019-11-29
412662,2019-10-23,2019-10-23
412682,2018-05-08,2018-05-08
412682,2019-10-22,2019-10-24
412682,2019-10-28,2019-10-30
412682,2019-11-04,2019-11-04
412682,2019-11-06,2019-11-22
412703,2020-10-15,2020-10-22
412703,2020-10-30,2020-10-30
412819,2018-01-24,2018-01-29
412819,2018-01-31,2018-04-30
412819,2018-05-08,2018-05-25
412819,2018-06-29,2018-09-26
412819,2019-02-11,2019-03-11
412819,2019-09-23,2019-09-23
412819,2019-10-02,2019-10-21
412819,2019-10-31,2020-05-20
412819,2020-06-09,2020-06-17
412819,2020-11-30,2020-12-07
412825,2019-03-01,2019-11-15
412915,2019-06-17,2020-05-13
412915,2020-05-19,2020-05-19
412924,2018-04-18,2019-01-23
412924,2019-06-04,2020-01-03
412930,2018-08-14,2018-09-24
412930,2018-10-23,2018-10-24
412930,2018-12-07,2018-12-20
412930,2019-03-13,2019-04-05
412930,2019-05-21,2019-10-04
412935,2020-03-25,2020-03-25
412935,2020-03-27,2020-04-03
412935,2020-04-07,2020-04-30
412935,2020-05-12,2020-05-25
412935,2020-06-29,2020-06-29
412935,2020-08-10,2020-08-17
412935,2020-09-07,2020-09-09
412935,2020-09-24,2020-09-24
412935,2020-12-02,2020-12-14
412935,2020-12-16,2020-12-22
412954,2019-04-05,2019-04-24
412954,2019-04-26,2019-05-13
412954,2019-05-15,2019-07-12
413030,2018-11-06,2018-11-06
413030,2018-11-08,2018-11-16
413030,2019-02-12,2019-02-27
413030,2019-05-13,2019-05-13
413030,2019-05-16,2019-05-16
413030,2019-05-21,2019-06-18
413030,2019-09-09,2019-09-10
413030,2020-08-07,2020-08-11
413030,2020-10-20,2020-11-11
413030,2020-11-13,2020-12-01
413043,2018-01-01,2019-07-24
413043,2019-08-13,2019-11-21
413043,2020-01-14,2020-01-17
413043,2020-06-16,2020-08-05
413043,2020-09-18,2020-09-22
413043,2020-09-28,2020-09-28
413043,2020-09-30,2021-01-06
413182,2019-12-27,2019-12-27
413182,2020-05-28,2020-08-20
413182,2020-08-31,2020-12-21
413188,2018-01-01,2018-01-04
413188,2018-01-09,2018-01-31
413188,2018-02-05,2018-11-02
413222,2018-01-01,2018-02-13
413222,2018-10-05,2018-10-17
413222,2019-05-10,2019-05-15
413222,2019-08-14,2019-09-02
413222,2019-12-11,2021-01-06
413225,2019-10-21,2019-10-21
413225,2020-01-10,2020-01-13
413255,2018-06-11,2018-06-11
413255,2018-07-04,2018-07-13
413255,2019-08-26,2019-12-27
413360,2018-08-03,2018-08-03
413360,2018-12-28,2019-01-25
413360,2019-11-22,2020-06-18
413360,2020-10-15,2020-10-15
413360,2020-10-20,2020-10-20
413360,2020-11-30,2021-01-06
413382,2018-01-01,2020-02-07
413428,2018-01-16,2018-02-26
413428,2018-05-08,2018-06-08
413428,2018-06-19,2018-07-03
413428,2018-12-31,2019-02-07
413428,2019-04-12,2019-04-17
413428,2019-04-24,2019-04-25
413428,2019-04-30,2019-05-03
413428,2019-05-07,2019-05-07
413428,2019-05-10,2019-05-13
413428,2019-06-04,2019-06-17
413428,2019-07-09,2019-09-04
413428,2019-10-08,2019-11-11
413428,2019-11-20,2019-12-09
413428,2019-12-27,2019-12-27
413438,2018-04-26,2018-04-30
413438,2018-06-08,2018-06-08
413438,2018-06-14,2018-06-15
413438,2018-06-22,2018-06-22
413438,2019-02-26,2019-03-06
413438,2019-03-08,2019-03-08
413438,2019-04-26,2019-04-29
413438,2019-05-02,2019-05-03
413438,2019-05-29,2019-05-29
413438,2019-06-07,2019-06-11
413438,2019-07-01,2019-07-05
413438,2020-01-17,2020-01-17
413438,2020-02-11,2020-03-20
413438,2020-07-01,2020-07-01
413438,2020-07-15,2020-07-29
413546,2018-05-03,2018-07-30
413546,2018-11-29,2018-11-30
413546,2019-01-25,2019-01-25
413546,2019-11-07,2019-11-07
413546,2019-11-15,2019-11-15
413546,2019-11-21,2019-11-26
413546,2019-12-23,2019-12-27
413546,2020-01-17,2020-03-09
413546,2020-03-26,2020-04-03
413546,2020-04-30,2020-04-30
413546,2020-05-15,2020-05-20
413606,2018-04-13,2018-04-16
413606,2018-06-07,2018-06-07
413606,2018-06-11,2018-06-29
413606,2018-07-16,2018-07-18
413649,2018-01-01,2018-01-15
413649,2018-01-17,2018-02-12
413649,2018-02-27,2018-08-10
413649,2018-08-28,2018-09-07
413649,2018-09-11,2018-09-21
413663,2018-02-06,2018-02-23
413663,2018-02-27,2018-02-28
413663,2018-03-14,2018-03-14
413663,2018-03-19,2018-03-26
413663,2018-04-06,2018-04-20
413663,2018-04-24,2018-07-13
413663,2018-07-17,2018-07-18
413663,2018-07-20,2018-07-25
413663,2018-07-30,2018-08-01
413663,2018-08-08,2018-08-13
413663,2018-08-15,2018-08-24
413663,2018-08-30,2018-09-21
413663,2018-10-10,2018-10-10
413663,2018-10-18,2018-11-01
413663,2018-11-05,2018-12-12
413663,2018-12-14,2018-12-14
413663,2018-12-18,2019-02-14
413663,2019-03-01,2019-03-14
413663,2019-03-29,2019-03-29
413663,2019-04-11,2019-05-01
413663,2019-05-10,2020-06-12
413759,2019-04-24,2019-04-25
413759,2019-07-17,2019-07-26
413759,2019-07-30,2019-07-30
413759,2019-08-01,2019-08-01
413759,2019-08-13,2019-08-15
413759,2019-08-28,2019-09-05
413759,2019-09-12,2019-09-19
413759,2019-09-23,2019-09-23
413759,2019-11-05,2019-12-16
413759,2020-01-13,2020-01-13
413759,2020-06-16,2020-06-17
413830,2018-08-28,2018-08-30
413830,2018-12-20,2019-01-01
413830,2019-01-10,2019-02-05
413830,2019-02-18,2019-02-18
413834,2018-01-09,2018-05-18
413911,2019-08-28,2019-12-13
413917,2018-03-05,2018-03-09
413917,2018-11-05,2018-11-12
413917,2018-12-10,2018-12-12
413917,2019-01-24,2019-01-28
413917,2019-01-30,2019-02-08
413917,2019-06-18,2019-07-17
413955,2019-09-11,2019-11-13
413955,2020-03-26,2020-06-26
414037,2020-03-30,2020-03-30
414060,2019-03-27,2019-10-04
414078,2018-02-23,2018-02-23
414078,2019-09-20,2019-09-20
414094,2019-09-23,2019-09-23
414094,2019-09-25,2019-09-25
414096,2020-05-06,2020-05-07
414116,2018-01-29,2018-02-09
414116,2018-09-26,2018-09-27
414116,2018-10-02,2018-11-05
414116,2018-12-10,2019-01-25
414116,2019-02-26,2019-04-08
414116,2019-05-16,2019-05-16
414116,2019-06-11,2019-06-11
414116,2019-06-13,2019-06-13
414116,2019-06-17,2019-06-18
414116,2019-09-27,2019-11-01
414188,2018-06-14,2018-06-19
414188,2018-06-22,2018-06-22
414188,2018-06-28,2018-06-29
414188,2019-06-04,2019-06-14
414188,2019-07-29,2019-08-28
414188,2019-09-25,2020-01-16
414188,2020-01-28,2020-02-03
414188,2020-03-10,2020-03-11
414188,2020-03-13,2020-03-13
414188,2020-03-17,2020-03-26
414188,2020-03-30,2020-06-03
414188,2020-06-08,2020-06-18
414188,2020-06-26,2020-06-30
414188,2020-07-03,2020-08-19
414188,2020-09-22,2021-01-06
414259,2019-04-10,2019-04-11
414259,2019-11-13,2019-11-18
414259,2019-11-20,2019-11-22
414259,2020-01-09,2020-05-01
414292,2018-02-28,2018-02-28
414292,2018-10-05,2018-10-09
414292,2018-10-11,2018-10-15
414292,2019-04-15,2019-04-15
414311,2018-01-01,2018-01-17
414311,2018-03-14,2018-03-21
414311,2018-03-23,2018-03-28
414311,2018-04-06,2018-04-09
414311,2018-04-11,2018-05-21
414311,2018-05-24,2018-05-24
414311,2018-05-28,2018-05-28
414311,2018-05-31,2018-06-01
414311,2018-06-06,2018-06-27
414311,2018-08-14,2018-08-15
414311,2018-08-29,2018-08-30
414311,2018-09-05,2018-10-10
414311,2018-10-15,2018-12-10
414311,2019-01-31,2019-04-05
414311,2019-04-29,2019-04-29
414311,2019-07-02,2019-07-03
414311,2019-08-07,2019-08-07
414311,2019-08-12,2019-08-27
414311,2019-08-29,2019-09-23
414311,2019-11-01,2019-11-13
414311,2019-11-20,2019-11-21
414311,2020-04-15,2020-05-06
414311,2020-05-13,2020-05-13
414311,2020-05-19,2020-05-25
414311,2020-07-27,2020-07-27
414317,2020-10-06,2020-10-06
414327,2019-07-23,2019-08-01
414327,2019-09-13,2019-09-13
414327,2019-09-23,2019-09-23
414327,2020-04-08,2020-06-17
414327,2020-07-22,2020-08-10
414351,2020-10-28,2021-01-06
414361,2018-01-11,2018-03-23
414361,2019-02-25,2019-02-25
414361,2019-03-06,2019-03-25
414361,2019-03-28,2019-05-28
414396,2018-01-01,2018-05-18
414424,2018-02-28,2018-03-23
414424,2018-04-05,2018-04-11
414424,2018-04-16,2018-04-16
414424,2018-04-18,2018-04-20
414424,2018-05-03,2018-05-16
414424,2018-05-18,2018-05-25
414424,2018-06-08,2018-06-08
414424,2018-06-13,2018-06-26
414424,2018-06-29,2018-06-29
414424,2018-07-20,2018-07-23
414424,2018-07-25,2018-08-03
414424,2018-10-09,2018-11-02
414424,2018-12-19,2018-12-21
414424,2019-01-18,2019-01-28
414424,2019-01-30,2019-02-01
414424,2019-06-17,2019-06-18
414424,2019-07-29,2019-08-02
414424,2020-09-07,2020-09-07
414533,2018-04-10,2018-04-17
414533,2019-07-16,2019-07-16
414533,2019-08-23,2019-08-26
414533,2019-09-11,2019-09-11
414533,2020-01-16,2020-01-16
414533,2020-09-22,2020-09-22
414592,2018-08-15,2018-08-15
414613,2020-10-30,2020-10-30
414621,2018-11-12,2018-11-16
414621,2018-12-04,2018-12-04
414621,2018-12-11,2018-12-12
414621,2020-04-03,2020-06-19
414621,2020-06-26,2020-10-02
414661,2018-01-04,2018-01-04
414661,2018-06-11,2018-06-19
414661,2020-04-29,2020-04-29
414661,2020-12-18,2021-01-06
414680,2018-01-30,2018-02-09
414680,2018-05-23,2018-06-01
414680,2018-06-19,2018-06-19
414680,2018-06-21,2018-07-06
414680,2018-09-27,2018-09-28
414680,2018-10-03,2018-10-18
414680,2018-10-22,2018-11-14
414680,2018-11-21,2018-11-29
414686,2018-01-01,2018-06-15
414686,2018-07-03,2018-07-05
414686,2018-09-18,2018-09-18
414686,2018-10-08,2018-10-25
414686,2018-11-09,2018-12-14
414686,2018-12-31,2019-01-22
414686,2019-01-24,2019-02-04
414686,2019-02-07,2019-02-14
414686,2019-04-09,2019-05-14
414686,2019-06-11,2019-07-17
414686,2019-07-19,2019-07-19
414686,2019-11-05,2019-11-07
414686,2019-11-15,2019-11-15
414686,2019-11-19,2019-12-17
414686,2020-02-21,2020-02-21
414686,2020-02-27,2020-03-06
414686,2020-03-23,2020-04-15
414686,2020-06-29,2021-01-06
414766,2018-01-01,2018-05-18
414774,2020-01-09,2020-01-14
414782,2018-07-30,2018-08-24
414960,2018-01-01,2018-02-09
414968,2018-01-01,2018-01-11
414968,2018-04-10,2018-04-13
414968,2019-02-18,2019-02-20
414968,2019-05-15,2019-05-20
414968,2019-08-08,2019-08-23
414968,2020-03-09,2020-03-09
414968,2020-03-12,2020-03-12
414968,2020-03-18,2020-03-30
414968,2020-04-01,2020-04-06
414968,2020-04-08,2020-04-28
414968,2020-11-11,2020-11-12
414968,2020-11-17,2020-12-21
414991,2018-03-27,2018-04-06
414991,2018-05-02,2018-06-20
414991,2018-06-26,2018-06-26
414991,2018-07-18,2018-08-31
414991,2019-02-04,2019-08-23
414991,2020-08-10,2020-08-12
414991,2020-08-27,2020-10-19
414991,2020-10-23,2020-10-23
414991,2020-12-03,2020-12-07
415097,2018-10-17,2018-10-23
415097,2019-01-29,2019-02-15
415097,2020-03-10,2020-03-17
415134,2018-05-23,2018-05-25
415134,2018-06-27,2018-07-03
415134,2019-02-04,2019-02-08
415134,2019-02-25,2019-03-01
415134,2019-06-06,2019-06-06
415134,2019-06-13,2020-07-10
415191,2019-10-22,2019-12-09
415191,2020-02-11,2020-04-01
415191,2020-05-04,2020-05-22
415191,2020-08-03,2020-10-09
415221,2018-01-01,2018-03-06
415221,2018-03-12,2018-03-19
415221,2018-10-31,2018-10-31
415221,2018-12-12,2018-12-12
415221,2019-02-04,2019-02-13
415221,2019-03-19,2019-03-20
415221,2019-03-22,2019-04-11
415221,2019-11-11,2019-11-19
415221,2020-02-14,2020-03-09
415221,2020-04-20,2020-05-20
415221,2020-09-21,2020-09-21
415221,2020-10-05,2020-10-05
415221,2020-12-17,2020-12-22
415333,2019-04-17,2019-06-03
415333,2019-06-17,2019-06-17
415333,2019-09-05,2019-10-07
415333,2020-06-29,2020-06-29
415333,2020-09-01,2020-09-01
415338,2019-08-13,2020-01-24
415389,2018-04-09,2018-04-09
415389,2018-04-17,2018-04-17
415389,2018-07-26,2018-07-27
415389,2018-07-31,2018-08-08
415389,2020-05-06,2020-05-07
415389,2020-06-12,2020-06-15
415389,2020-06-30,2020-07-10
415444,2019-06-03,2019-06-03
415444,2019-07-16,2019-07-18
415444,2019-07-23,2019-08-09
415444,2019-08-27,2019-09-20
415444,2019-12-02,2019-12-06
415444,2020-07-15,2020-07-15
415523,2020-10-06,2021-01-06
415525,2018-09-04,2018-09-13
415525,2019-01-29,2019-01-30
415541,2018-11-06,2021-01-06
415601,2018-01-04,2018-02-13
415601,2018-04-09,2018-04-09
415601,2018-06-26,2018-07-02
415601,2018-11-07,2018-11-09
415601,2020-01-06,2020-01-07
415601,2020-02-24,2020-05-25
415713,2020-07-23,2020-10-30
415767,2018-11-09,2018-11-19
415767,2019-02-27,2019-03-01
415767,2019-03-05,2019-03-05
415767,2020-09-04,2020-09-07
415845,2018-01-01,2018-01-26
415894,2018-12-18,2018-12-18
415900,2020-03-13,2020-04-03
415921,2019-05-06,2019-07-04
415921,2019-08-06,2019-08-23
416011,2018-01-01,2018-01-04
416011,2018-04-09,2018-06-06
416011,2018-06-11,2018-06-12
416011,2020-05-07,2020-05-07
416011,2020-12-23,2021-01-06
416021,2020-06-12,2020-06-12
416021,2020-06-16,2020-06-17
416021,2020-12-02,2020-12-02
416021,2020-12-07,2020-12-07
416048,2018-01-01,2018-11-02
416058,2019-05-06,2019-06-18
416060,2018-11-19,2018-11-19
416060,2019-09-27,2019-09-27
416060,2020-03-23,2020-03-23
416060,2020-05-19,2020-05-25
416073,2018-03-22,2018-03-26
416073,2018-07-27,2018-07-27
416073,2018-11-26,2019-01-28
416073,2019-02-12,2019-03-08
416073,2019-05-01,2019-06-06
416095,2019-02-11,2019-02-14
416095,2019-03-26,2019-04-05
416095,2020-09-03,2020-09-14
416145,2020-11-10,2021-01-06
416317,2019-01-07,2019-02-04
416317,2019-06-18,2020-01-17
416317,2020-04-30,2020-06-15
416317,2020-06-24,2020-09-04
416327,2020-01-27,2020-01-28
416327,2020-02-04,2020-02-07
416327,2020-04-07,2020-04-07
416327,2020-08-27,2020-09-21
416330,2020-07-22,2020-08-04
416330,2020-08-06,2020-08-17
416330,2020-08-31,2020-09-01
416330,2020-09-04,2020-09-09
416350,2018-01-15,2018-02-09
416350,2018-02-27,2018-04-17
416438,2018-01-01,2018-10-19
416446,2019-11-18,2019-11-18
416446,2019-12-13,2019-12-16
416460,2018-09-14,2018-09-14
416460,2018-11-15,2018-11-15
416460,2018-11-19,2018-11-19
416460,2020-05-07,2020-05-07
416460,2020-05-13,2020-05-13
416460,2020-05-15,2020-05-27
416460,2020-06-01,2020-06-01
416460,2020-06-09,2020-06-11
416597,2018-05-01,2020-08-13
416597,2020-08-17,2020-10-08
416636,2020-01-10,2020-01-13
416636,2020-02-10,2020-03-10
416636,2020-03-13,2020-03-13
416636,2020-03-20,2020-04-07
416636,2020-04-15,2020-07-16
416708,2018-05-15,2018-05-15
416708,2019-11-14,2019-12-17
416708,2020-09-04,2020-09-07
416708,2020-09-18,2020-09-21
416708,2020-10-02,2020-10-05
416708,2020-10-07,2020-10-07
416733,2020-05-04,2020-05-06
416768,2019-07-01,2019-07-12
416768,2020-05-18,2020-05-20
416768,2020-06-08,2020-06-08
416773,2018-02-13,2018-02-13
416773,2018-03-02,2018-03-12
416773,2019-08-15,2019-08-15
416773,2019-08-19,2019-08-19
416773,2019-09-09,2019-09-09
416773,2020-05-01,2020-05-07
416773,2020-05-19,2020-05-22
416773,2020-12-28,2020-12-28
416784,2019-02-07,2019-02-08
416784,2019-02-13,2019-02-14
416785,2018-04-04,2018-04-09
416785,2018-07-02,2018-07-02
416785,2018-07-04,2018-07-13
416792,2019-01-30,2019-01-30
416792,2019-02-13,2019-02-13
416859,2020-09-30,2020-10-30
416907,2018-01-01,2018-03-23
417177,2019-02-27,2019-02-27
417216,2020-08-03,2020-08-03
417216,2020-08-06,2020-08-10
417216,2020-09-07,2020-09-08
417216,2020-09-11,2020-12-02
417221,2018-01-22,2018-01-25
417291,2019-01-14,2019-02-06
417291,2019-04-08,2019-04-09
417291,2019-07-04,2019-07-31
417291,2020-09-08,2020-09-21
417291,2020-10-06,2020-10-16
417291,2020-10-20,2020-10-30
417310,2018-05-08,2018-05-23
417310,2018-05-25,2018-05-28
417310,2018-06-06,2018-06-13
417310,2018-08-28,2018-08-30
417310,2019-09-10,2019-09-23
417310,2019-09-25,2019-09-30
417310,2020-04-06,2020-04-15
417310,2020-04-24,2020-05-11
417310,2020-05-13,2020-05-18
417310,2020-06-03,2020-06-16
417310,2020-06-18,2020-06-19
417310,2020-06-23,2020-06-23
417333,2018-10-12,2019-02-01
417337,2018-01-01,2019-10-04
417392,2019-10-24,2019-10-25
417392,2019-10-30,2019-11-15
417392,2020-03-10,2020-03-23
417504,2019-04-09,2019-04-10
417504,2019-06-12,2019-06-12
417615,2020-10-30,2020-11-02
417615,2020-11-04,2020-11-24
417615,2020-11-26,2020-12-07
417615,2020-12-11,2020-12-15
417615,2020-12-18,2021-01-06
417624,2018-01-01,2018-01-12
417624,2018-02-12,2018-02-13
417624,2018-02-28,2018-02-28
417628,2018-07-06,2018-07-19
417628,2018-09-04,2018-09-05
417628,2020-09-29,2020-12-07
417633,2018-08-30,2018-08-31
417633,2019-01-07,2019-01-08
417633,2019-07-02,2019-07-03
417640,2018-01-19,2018-01-19
417640,2018-01-26,2018-01-29
417640,2018-02-02,2018-02-02
417640,2018-02-07,2018-02-08
417640,2018-02-21,2018-10-05
417641,2020-07-01,2020-07-22
417674,2018-04-11,2019-04-05
417679,2019-12-02,2019-12-02
417679,2020-05-05,2020-06-26
417679,2020-09-07,2020-09-07
417679,2020-09-09,2020-09-21
417679,2020-09-23,2021-01-06
417704,2018-08-15,2018-09-07
417704,2018-10-12,2018-11-02
417704,2018-11-27,2018-12-27
417704,2019-01-08,2019-01-25
417731,2018-01-03,2018-01-12
417731,2018-01-16,2018-01-17
417731,2018-01-19,2018-02-08
417731,2018-05-21,2018-05-23
417731,2018-05-25,2018-05-25
417731,2018-07-03,2018-07-03
417731,2018-07-18,2018-07-19
417731,2019-03-08,2019-03-08
417731,2019-03-25,2019-04-04
417731,2019-04-09,2019-04-09
417731,2019-04-11,2019-04-15
417731,2019-05-15,2019-05-15
417731,2019-06-07,2019-06-07
417731,2019-07-25,2019-09-20
417731,2020-01-27,2020-02-07
417731,2020-06-15,2020-09-07
417731,2020-10-06,2020-10-06
417731,2020-10-08,2020-10-14
417769,2018-06-28,2018-07-13
417769,2018-12-28,2019-03-08
417769,2020-04-02,2020-04-15
